state_name,state_name,lgd_state_code,total_districts,total_blocks,total_villages_mis,total_ihhl_mis,villages_entry_started,toilet_single_pit,toilet_twin_pit,toilet_septic_with_soak,toilet_septic_without_soak,toilet_others,toilet_total,verification_certificates
A & N Islands,A & N Islands,35,3,9,265,44440,205,23,49,31730,7304,57,39163,1

